ID,Year_Birth,Education,Age,Marital_Status,Income,Kidhome,Teenhome,Dt_Customer,Recency,MntWines,MntFruits,MntMeatProducts,MntFishProducts,MntSweetProducts,MntGoldProds,totalAmount,NumDealsPurchases,NumWebPurchases,NumCatalogPurchases,NumStorePurchases,NumWebVisitsMonth,AcceptedCmp3,AcceptedCmp4,AcceptedCmp5,AcceptedCmp1,AcceptedCmp2,Complain,Response,campaignAccept,discretizatingAge,discretizatingIncome
4216,1981,Graduation,42,Single,91065.0,0,0,2013-02-22,33,822,114,108,179,137,114,1474,1,7,9,9,3,0,0,1,1,0,0,1,Accepted once or more,Early middle-aged adults,> $67793.5
8581,1971,Master,52,Married,49505.0,1,1,2013-03-05,4,604,0,100,19,0,28,751,9,10,2,8,8,0,0,0,0,0,0,0,Never Accepted,Late middle-aged adults,$34948.5 - $67793.5
5929,1973,PhD,50,Married,37401.0,1,0,2014-05-06,14,19,3,19,3,1,3,48,2,2,0,3,7,0,0,0,0,0,0,0,Never Accepted,Late middle-aged adults,$34948.5 - $67793.5
3129,1983,Graduation,40,Married,30096.0,1,0,2014-05-22,30,5,3,11,12,5,9,45,1,2,0,3,6,0,0,0,0,0,0,0,Never Accepted,Early middle-aged adults,$0 - $34948.5
6528,1982,Master,41,Together,18492.0,1,0,2014-06-05,75,2,2,2,2,1,1,10,1,1,0,2,8,0,0,0,0,0,0,0,Never Accepted,Early middle-aged adults,$0 - $34948.5
1361,1974,Master,49,Married,82584.0,0,0,2013-06-04,26,1076,68,103,29,91,68,1435,1,3,4,8,1,0,1,1,0,0,0,1,Accepted once or more,Early middle-aged adults,> $67793.5
6932,1941,PhD,82,Married,93027.0,0,0,2013-04-13,77,1285,42,716,55,0,21,2119,0,7,10,5,2,0,0,1,0,0,0,0,Accepted once or more,Older Adults,> $67793.5
7284,1953,Graduation,70,Married,48686.0,1,2,2013-12-04,8,10,0,7,2,0,1,20,1,1,0,2,8,0,0,0,0,0,0,0,Never Accepted,Older Adults,$34948.5 - $67793.5
1340,1986,Graduation,37,Married,92910.0,0,0,2014-04-24,42,551,137,792,179,103,33,1795,1,6,7,13,1,0,1,1,1,0,0,0,Accepted once or more,Early middle-aged adults,> $67793.5
8746,1989,Graduation,34,Married,75433.0,1,0,2014-04-05,28,800,0,297,0,34,57,1188,2,2,5,10,6,0,1,0,1,0,0,0,Accepted once or more,Among young,> $67793.5
5987,1989,Master,34,Together,10404.0,1,0,2014-05-04,52,2,2,11,10,6,12,43,2,1,0,4,5,0,0,0,0,0,0,0,Never Accepted,Among young,$0 - $34948.5
3767,1968,Graduation,55,Married,61314.0,0,1,2013-04-25,1,378,0,189,97,172,172,1008,2,5,5,12,3,0,0,0,0,0,0,0,Never Accepted,Late middle-aged adults,$34948.5 - $67793.5
3725,1961,PhD,62,Single,84865.0,0,0,2013-05-09,1,1248,16,349,43,16,16,1688,1,2,4,9,4,0,1,1,1,1,0,1,Accepted once or more,Late middle-aged adults,> $67793.5
4324,1989,Graduation,34,Married,42387.0,1,0,2012-10-29,42,235,0,235,19,4,191,684,5,8,1,7,8,0,0,0,0,0,0,0,Never Accepted,Among young,$34948.5 - $67793.5
238,1967,Master,56,Together,67309.0,1,1,2013-01-23,76,515,47,181,149,95,95,1082,15,9,6,9,7,0,0,0,0,0,0,0,Never Accepted,Late middle-aged adults,$34948.5 - $67793.5
6694,1964,Graduation,59,Married,75236.0,0,1,2013-11-25,27,438,66,400,12,38,114,1068,1,8,3,13,4,0,0,0,0,0,0,0,Never Accepted,Late middle-aged adults,> $67793.5
498,1970,Graduation,53,Single,30015.0,1,0,2014-02-02,28,25,0,22,2,3,5,57,2,1,0,4,5,0,0,0,0,0,0,0,Never Accepted,Late middle-aged adults,$0 - $34948.5
9347,1956,Master,67,Together,50943.0,0,1,2013-06-21,49,31,0,7,2,0,6,46,1,1,0,3,5,0,0,0,0,0,0,0,Never Accepted,Older Adults,$34948.5 - $67793.5
9699,1966,Graduation,57,Divorced,67272.0,0,1,2013-12-21,12,357,35,271,28,28,14,733,3,6,2,12,5,0,0,0,0,0,0,0,Never Accepted,Late middle-aged adults,$34948.5 - $67793.5
10664,1949,Master,74,Widow,51529.0,0,1,2013-09-07,14,400,4,35,6,0,22,467,2,9,1,5,8,0,0,0,0,0,0,0,Never Accepted,Older Adults,$34948.5 - $67793.5
5455,1971,PhD,52,Married,32011.0,1,0,2013-08-22,89,99,0,15,2,1,5,122,3,2,1,4,7,0,0,0,0,0,0,0,Never Accepted,Late middle-aged adults,$0 - $34948.5
456,1986,Master,37,Married,7500.0,1,0,2013-02-07,96,1,11,5,4,6,9,36,2,2,0,3,8,0,0,0,0,0,0,0,Never Accepted,Early middle-aged adults,$0 - $34948.5
5012,1989,Graduation,34,Married,28691.0,1,0,2013-07-04,56,5,4,13,8,0,4,34,1,1,0,3,8,0,0,0,0,0,0,0,Never Accepted,Among young,$0 - $34948.5
7495,1948,PhD,75,Married,56223.0,0,1,2013-12-20,72,77,28,31,16,0,4,156,2,2,1,5,4,0,0,0,0,0,0,0,Never Accepted,Older Adults,$34948.5 - $67793.5
5029,1946,Graduation,77,Married,18100.0,0,0,2013-08-06,14,3,1,2,4,3,1,14,1,0,0,3,5,0,0,0,0,0,0,0,Never Accepted,Older Adults,$0 - $34948.5
10642,1989,Graduation,34,Single,30279.0,1,0,2012-12-30,13,10,4,14,4,4,1,37,1,1,0,3,8,0,0,0,0,0,0,0,Never Accepted,Among young,$0 - $34948.5
2106,1974,Master,49,Married,20130.0,0,0,2014-03-17,99,0,6,3,7,6,12,34,1,1,0,3,8,0,0,0,0,0,0,0,Never Accepted,Early middle-aged adults,$0 - $34948.5
10364,1959,Graduation,64,Divorced,23295.0,0,0,2013-07-13,72,0,0,1,2,12,5,20,1,1,0,2,8,0,0,0,0,0,0,0,Never Accepted,Late middle-aged adults,$0 - $34948.5
5954,1972,Master,51,Divorced,42618.0,1,0,2013-10-09,92,76,14,74,13,5,10,192,2,5,0,4,8,0,0,0,0,0,0,0,Never Accepted,Late middle-aged adults,$34948.5 - $67793.5
1137,1964,Graduation,59,Single,81246.0,0,0,2013-12-29,87,398,190,537,61,156,37,1379,1,4,5,7,1,1,0,0,1,0,0,0,Accepted once or more,Late middle-aged adults,> $67793.5
2541,1976,Graduation,47,Married,24027.0,1,0,2013-06-09,7,14,7,11,11,0,5,48,2,2,0,3,8,0,0,0,0,0,0,0,Never Accepted,Early middle-aged adults,$0 - $34948.5
1142,1953,PhD,70,Married,55707.0,0,1,2013-12-22,91,208,7,82,30,66,35,428,2,3,2,9,3,0,0,0,0,0,0,0,Never Accepted,Older Adults,$34948.5 - $67793.5
2276,1955,Graduation,68,Single,57959.0,0,1,2013-05-02,71,430,16,322,43,24,33,868,5,4,7,11,3,0,0,0,0,0,0,0,Never Accepted,Older Adults,$34948.5 - $67793.5
2807,1969,Graduation,54,Married,56796.0,0,1,2013-02-16,24,656,38,161,62,47,37,1001,3,8,9,7,7,0,0,0,0,0,0,0,Never Accepted,Late middle-aged adults,$34948.5 - $67793.5
6471,1971,Master,52,Single,36230.0,1,0,2013-10-17,17,14,2,30,8,2,3,59,1,2,0,4,5,0,0,0,0,0,0,0,Never Accepted,Late middle-aged adults,$34948.5 - $67793.5
6131,1980,Master,43,Married,70829.0,1,1,2013-12-01,87,141,70,106,72,19,23,431,2,4,2,8,3,0,0,0,0,0,0,0,Never Accepted,Early middle-aged adults,> $67793.5
6233,1976,Graduation,47,Married,65991.0,0,1,2012-09-07,21,507,19,364,25,47,9,971,3,9,5,10,7,0,0,0,0,0,0,0,Never Accepted,Early middle-aged adults,$34948.5 - $67793.5
4148,1972,Graduation,51,Married,38988.0,1,2,2012-08-20,90,164,24,103,12,3,42,348,7,5,1,6,8,0,0,0,0,0,0,0,Never Accepted,Late middle-aged adults,$34948.5 - $67793.5
4947,1966,Master,57,Single,89572.0,0,0,2012-09-15,44,606,24,974,197,194,64,2059,1,7,7,9,4,0,1,0,1,0,0,1,Accepted once or more,Late middle-aged adults,> $67793.5
3225,1984,Master,39,Married,42207.0,1,0,2013-04-01,71,116,11,72,3,17,46,265,4,4,1,5,6,1,0,0,0,0,0,1,Accepted once or more,Early middle-aged adults,$34948.5 - $67793.5
7540,1952,Graduation,71,Married,50300.0,0,1,2014-05-25,52,143,15,60,24,23,5,270,2,2,1,8,2,0,0,0,0,0,0,0,Never Accepted,Older Adults,$34948.5 - $67793.5
10648,1982,Master,41,Together,66664.0,0,0,2012-09-25,78,398,96,447,220,96,32,1289,1,5,7,6,3,0,0,0,0,0,0,0,Never Accepted,Early middle-aged adults,$34948.5 - $67793.5
1992,1964,Graduation,59,Married,60597.0,0,1,2014-01-01,2,522,0,257,32,16,66,893,4,2,2,8,7,0,0,0,1,0,0,1,Accepted once or more,Late middle-aged adults,$34948.5 - $67793.5
7851,1949,Graduation,74,Widow,70165.0,0,0,2013-09-22,60,161,0,253,199,191,122,926,1,3,7,11,1,0,0,0,0,0,0,0,Never Accepted,Older Adults,> $67793.5
8594,1958,PhD,65,Widow,50520.0,0,1,2014-01-28,25,112,0,6,2,1,14,135,2,3,1,3,6,0,0,0,0,0,0,0,Never Accepted,Older Adults,$34948.5 - $67793.5
7059,1963,Graduation,60,Married,80124.0,0,0,2014-06-26,47,483,84,398,205,84,241,1495,1,3,7,8,1,1,0,0,0,0,0,0,Accepted once or more,Late middle-aged adults,> $67793.5
2815,1975,Graduation,48,Married,33183.0,1,0,2014-02-24,46,7,5,39,17,15,37,120,2,4,0,3,7,0,0,0,0,0,0,0,Never Accepted,Early middle-aged adults,$0 - $34948.5
2416,1969,PhD,54,Single,66582.0,0,0,2014-03-03,83,789,25,420,16,38,0,1288,1,2,8,9,1,0,0,0,0,0,0,0,Never Accepted,Late middle-aged adults,$34948.5 - $67793.5
7999,1955,PhD,68,Together,75261.0,0,0,2013-04-23,17,1239,17,413,23,34,17,1743,1,5,6,5,2,0,1,1,0,0,0,1,Accepted once or more,Older Adults,> $67793.5
9213,1970,Graduation,53,Widow,31880.0,1,0,2012-10-31,13,4,1,5,2,0,3,15,1,1,0,2,8,0,0,0,0,0,0,0,Never Accepted,Late middle-aged adults,$0 - $34948.5
9697,1951,Graduation,72,Married,53790.0,0,2,2014-03-06,86,335,42,127,28,5,5,542,3,7,2,8,6,0,0,0,0,0,0,0,Never Accepted,Older Adults,$34948.5 - $67793.5
3916,1971,PhD,52,Together,49269.0,1,0,2012-08-15,92,639,8,166,11,8,58,890,3,7,3,12,7,0,0,0,0,0,0,0,Never Accepted,Late middle-aged adults,$34948.5 - $67793.5
2021,1975,Graduation,48,Married,61456.0,0,1,2013-03-27,47,563,76,384,84,192,89,1388,4,6,10,13,4,0,0,0,0,0,0,0,Never Accepted,Early middle-aged adults,$34948.5 - $67793.5
1581,1980,Graduation,43,Married,37406.0,1,0,2013-10-10,18,2,0,8,2,2,3,17,1,1,0,2,8,0,0,0,0,0,0,1,Accepted once or more,Early middle-aged adults,$34948.5 - $67793.5
564,1981,PhD,42,Together,56937.0,1,0,2012-08-04,81,746,8,125,11,8,8,906,7,8,6,9,6,0,1,0,0,0,0,1,Accepted once or more,Early middle-aged adults,$34948.5 - $67793.5
6619,1978,Graduation,45,Married,38415.0,1,1,2013-01-02,91,22,1,13,4,0,4,44,2,1,0,3,7,0,0,0,0,0,0,0,Never Accepted,Early middle-aged adults,$34948.5 - $67793.5
9081,1988,Graduation,35,Single,20518.0,1,0,2014-05-18,58,4,1,6,4,1,9,25,1,1,1,2,5,0,0,0,0,0,0,0,Never Accepted,Early middle-aged adults,$0 - $34948.5
178,1956,Graduation,67,Married,62503.0,0,1,2013-02-18,40,478,0,193,110,75,117,973,4,8,3,11,5,0,0,0,0,0,0,0,Never Accepted,Older Adults,$34948.5 - $67793.5
916,1972,PhD,51,Single,41644.0,1,1,2014-05-09,67,20,3,4,2,0,2,31,2,1,0,3,3,0,0,0,0,0,0,0,Never Accepted,Late middle-aged adults,$34948.5 - $67793.5
5512,1977,Master,46,Married,55842.0,0,1,2014-05-23,19,451,0,39,0,4,24,518,1,7,1,8,5,0,0,0,0,0,0,0,Never Accepted,Early middle-aged adults,$34948.5 - $67793.5
8970,1972,PhD,51,Married,62010.0,0,1,2012-10-23,93,371,22,39,6,0,92,530,4,6,2,7,5,0,0,0,0,0,0,0,Never Accepted,Late middle-aged adults,$34948.5 - $67793.5
10581,1977,Graduation,46,Married,41124.0,1,0,2012-10-31,41,281,7,84,15,0,119,506,7,7,3,4,8,0,0,0,0,0,0,0,Never Accepted,Early middle-aged adults,$34948.5 - $67793.5
5300,1973,Master,50,Married,38961.0,1,0,2013-12-30,60,19,7,19,0,1,24,70,1,2,1,2,7,0,0,0,0,0,0,0,Never Accepted,Late middle-aged adults,$34948.5 - $67793.5
5154,1972,Master,51,Divorced,37760.0,1,0,2013-08-11,54,26,3,13,2,10,0,54,1,2,0,3,6,0,0,0,0,0,0,0,Never Accepted,Late middle-aged adults,$34948.5 - $67793.5
8346,1974,Graduation,49,Single,32233.0,1,0,2012-08-19,26,138,15,35,25,11,72,296,2,6,2,2,9,1,0,0,0,0,0,1,Accepted once or more,Early middle-aged adults,$0 - $34948.5
1676,1975,Graduation,48,Married,43057.0,0,1,2013-10-30,30,213,2,44,0,2,5,266,4,4,2,5,5,0,0,0,0,0,0,0,Never Accepted,Early middle-aged adults,$34948.5 - $67793.5
9286,1960,Master,63,Together,83151.0,0,0,2012-10-10,93,407,28,100,120,74,18,747,1,5,9,4,3,0,0,0,0,0,0,0,Never Accepted,Late middle-aged adults,> $67793.5
2426,1964,PhD,59,Divorced,78825.0,0,0,2012-09-14,35,483,74,114,169,37,18,895,1,5,10,13,3,0,0,0,0,0,0,1,Accepted once or more,Late middle-aged adults,> $67793.5
5172,1976,Master,47,Together,65104.0,0,1,2013-11-14,4,738,0,232,13,20,50,1053,2,3,5,7,7,0,0,0,0,0,0,0,Never Accepted,Early middle-aged adults,$34948.5 - $67793.5
5562,1974,Graduation,49,Married,60093.0,0,1,2013-06-26,92,502,12,109,16,6,90,735,2,7,2,10,6,0,0,0,0,0,0,0,Never Accepted,Early middle-aged adults,$34948.5 - $67793.5
3436,1969,Graduation,54,Married,14045.0,1,0,2014-01-26,24,11,0,5,2,1,1,20,1,1,0,3,7,0,0,0,0,0,0,0,Never Accepted,Late middle-aged adults,$0 - $34948.5
3921,1952,Master,71,Widow,28457.0,0,0,2012-10-28,96,24,1,108,29,29,14,205,1,4,1,4,8,0,0,0,0,0,0,0,Never Accepted,Older Adults,$0 - $34948.5
3403,1958,PhD,65,Together,78952.0,0,1,2012-09-24,11,1170,19,594,99,76,134,2092,2,2,5,12,6,0,0,0,0,0,0,0,Never Accepted,Older Adults,> $67793.5
22,1976,Graduation,47,Divorced,46310.0,1,0,2012-12-03,99,185,2,88,15,5,14,309,2,6,1,5,8,0,0,0,0,0,0,0,Never Accepted,Early middle-aged adults,$34948.5 - $67793.5
10965,1955,Graduation,68,Together,76005.0,0,0,2013-02-22,72,983,20,389,240,50,40,1722,1,3,5,13,6,0,0,0,1,0,0,0,Accepted once or more,Older Adults,> $67793.5
9426,1964,Master,59,Single,58308.0,0,1,2013-01-12,77,691,0,69,10,0,130,900,4,2,6,3,8,0,0,0,0,0,0,0,Never Accepted,Late middle-aged adults,$34948.5 - $67793.5
6605,1944,PhD,79,Divorced,55614.0,0,0,2013-11-27,85,504,13,131,8,0,26,682,1,9,4,6,7,0,1,0,0,0,0,0,Accepted once or more,Older Adults,$34948.5 - $67793.5
3136,1962,Master,61,Divorced,59432.0,0,1,2013-04-13,88,317,25,265,25,19,12,663,3,5,3,11,5,0,0,0,0,0,0,0,Never Accepted,Late middle-aged adults,$34948.5 - $67793.5
8737,1978,Graduation,45,Divorced,55563.0,0,1,2014-04-05,22,29,1,9,2,0,2,43,1,2,0,3,3,0,0,0,0,0,0,0,Never Accepted,Early middle-aged adults,$34948.5 - $67793.5
11088,1971,PhD,52,Together,78642.0,0,1,2013-04-21,83,1396,0,322,46,35,17,1816,1,4,9,4,6,0,0,0,0,0,0,0,Never Accepted,Late middle-aged adults,> $67793.5
716,1949,PhD,74,Together,67911.0,0,1,2014-05-22,63,529,0,356,63,28,0,976,3,6,7,11,3,0,0,0,0,0,0,0,Never Accepted,Older Adults,> $67793.5
466,1944,Graduation,79,Married,65275.0,0,0,2013-04-03,9,388,14,218,91,14,21,746,1,4,3,13,2,0,0,0,0,0,0,0,Never Accepted,Older Adults,$34948.5 - $67793.5
9135,1950,Graduation,73,Together,27203.0,1,1,2012-08-06,92,13,2,21,4,0,24,64,2,1,1,2,8,0,0,0,0,0,0,0,Never Accepted,Older Adults,$0 - $34948.5
10623,1961,Master,62,Together,48330.0,0,1,2013-11-15,2,28,0,4,0,0,0,32,1,1,0,3,5,0,0,0,0,0,0,0,Never Accepted,Late middle-aged adults,$34948.5 - $67793.5
8151,1990,Basic,33,Married,24279.0,0,0,2012-12-29,6,16,36,21,20,62,108,263,1,4,1,3,8,0,0,0,0,0,0,0,Never Accepted,Among young,$0 - $34948.5
5140,1985,PhD,38,Married,64355.0,1,0,2012-08-24,66,1047,0,140,67,38,153,1445,2,4,3,12,8,0,0,0,0,0,0,0,Never Accepted,Early middle-aged adults,$34948.5 - $67793.5
10160,1956,Master,67,Together,50943.0,0,1,2013-06-21,49,31,0,7,2,0,6,46,1,1,0,3,5,0,0,0,0,0,0,0,Never Accepted,Older Adults,$34948.5 - $67793.5
4945,1953,Graduation,70,Widow,53653.0,0,0,2012-11-07,29,815,10,239,28,10,108,1210,2,10,4,12,6,0,0,0,0,0,0,0,Never Accepted,Older Adults,$34948.5 - $67793.5
10584,1976,Graduation,47,Married,65665.0,0,1,2013-12-02,77,225,162,387,106,36,29,945,1,5,10,8,3,0,0,0,0,0,0,0,Never Accepted,Early middle-aged adults,$34948.5 - $67793.5
6071,1989,Graduation,34,Single,81217.0,0,0,2013-07-19,77,493,70,324,146,40,84,1157,1,3,7,11,1,0,0,0,0,0,0,0,Never Accepted,Among young,> $67793.5
3386,1992,Graduation,31,Married,34935.0,0,0,2013-06-21,71,34,4,66,3,10,20,137,1,2,1,4,7,0,0,0,0,0,0,0,Never Accepted,Among young,$0 - $34948.5
8939,1959,Graduation,64,Divorced,61250.0,0,1,2012-12-16,49,382,138,65,60,26,59,730,6,5,2,12,5,0,0,0,0,0,0,0,Never Accepted,Late middle-aged adults,$34948.5 - $67793.5
9925,1981,PhD,42,Together,39665.0,1,0,2013-05-25,97,127,1,56,0,1,31,216,3,4,2,3,7,1,0,0,0,0,0,0,Accepted once or more,Early middle-aged adults,$34948.5 - $67793.5
4320,1979,Graduation,44,Single,60152.0,0,1,2013-03-28,6,325,83,300,86,58,91,943,1,6,4,12,3,0,0,0,0,0,0,0,Never Accepted,Early middle-aged adults,$34948.5 - $67793.5
5389,1964,Graduation,59,Married,48920.0,0,2,2013-10-20,93,238,17,68,8,10,6,347,3,6,2,5,7,0,1,0,0,0,0,0,Accepted once or more,Late middle-aged adults,$34948.5 - $67793.5
6036,1959,Master,64,Together,89120.0,0,0,2014-03-17,78,1168,92,408,72,129,55,1924,1,5,6,7,1,0,0,1,0,0,0,0,Accepted once or more,Late middle-aged adults,> $67793.5
182,1946,PhD,77,Together,44124.0,0,1,2013-05-11,62,284,0,55,0,6,52,397,4,6,2,5,8,0,0,0,0,0,0,0,Never Accepted,Older Adults,$34948.5 - $67793.5
203,1975,Master,48,Single,81169.0,0,0,2013-04-14,47,1288,20,613,80,61,27,2089,1,5,7,9,2,0,0,0,0,0,0,0,Never Accepted,Early middle-aged adults,> $67793.5
11025,1961,Graduation,62,Married,36443.0,1,1,2013-02-03,9,65,0,46,4,3,20,138,4,3,1,3,8,0,0,0,0,0,0,0,Never Accepted,Late middle-aged adults,$34948.5 - $67793.5
10203,1990,Graduation,33,Single,26095.0,1,0,2013-06-30,77,11,7,9,3,1,11,42,1,1,0,3,7,0,0,0,0,0,0,0,Never Accepted,Among young,$0 - $34948.5
4607,1959,Graduation,64,Together,71367.0,0,0,2013-08-23,24,227,23,389,42,21,75,777,1,4,5,7,2,0,0,0,0,0,0,0,Never Accepted,Late middle-aged adults,> $67793.5
3711,1944,Master,79,Married,80184.0,0,0,2014-03-01,19,1035,134,670,25,38,0,1902,1,6,3,10,3,0,0,1,1,0,0,0,Accepted once or more,Older Adults,> $67793.5
3696,1965,Graduation,58,Divorced,30630.0,1,1,2014-01-27,67,27,1,12,2,0,10,52,2,2,0,3,7,0,0,0,0,0,0,0,Never Accepted,Late middle-aged adults,$0 - $34948.5
2532,1987,Master,36,Single,73454.0,0,0,2014-03-01,95,982,73,351,56,14,175,1651,1,2,4,6,5,1,0,0,0,0,0,0,Accepted once or more,Early middle-aged adults,> $67793.5
9214,1991,Graduation,32,Married,42691.0,0,0,2013-08-16,48,179,2,64,38,17,58,358,1,5,1,6,5,0,0,0,0,0,0,0,Never Accepted,Among young,$34948.5 - $67793.5
4943,1953,Graduation,70,Married,70503.0,0,0,2012-09-30,73,1379,33,216,0,33,66,1727,1,2,4,9,6,0,1,1,0,0,0,0,Accepted once or more,Older Adults,> $67793.5
35,1987,Graduation,36,Married,25545.0,1,0,2012-09-08,35,32,1,64,16,12,85,210,3,2,2,3,6,0,0,0,0,0,0,1,Accepted once or more,Early middle-aged adults,$0 - $34948.5
2258,1986,Graduation,37,Married,32880.0,1,0,2012-12-04,76,8,4,15,7,6,2,42,1,1,0,3,8,0,0,0,0,0,0,0,Never Accepted,Early middle-aged adults,$0 - $34948.5
4322,1958,PhD,65,Together,77863.0,0,0,2013-11-27,20,881,38,319,16,25,12,1291,1,4,5,10,2,0,0,0,0,0,0,0,Never Accepted,Older Adults,> $67793.5
713,1977,Master,46,Married,50353.0,0,0,2014-06-08,72,141,15,153,67,31,35,442,1,4,4,6,3,0,0,0,0,0,0,0,Never Accepted,Early middle-aged adults,$34948.5 - $67793.5
4702,1964,Graduation,59,Single,61839.0,0,0,2012-08-12,20,1000,155,379,224,17,120,1895,1,4,8,4,8,0,0,0,0,0,0,0,Never Accepted,Late middle-aged adults,$34948.5 - $67793.5
3281,1960,PhD,63,Married,49154.0,1,1,2013-11-03,69,206,10,67,30,27,71,411,6,4,1,8,6,0,0,0,0,0,0,0,Never Accepted,Late middle-aged adults,$34948.5 - $67793.5
702,1975,Master,48,Widow,47682.0,0,1,2013-02-15,80,162,61,83,97,57,61,521,4,4,3,8,5,0,0,0,0,0,0,0,Never Accepted,Early middle-aged adults,$34948.5 - $67793.5
2004,1969,Graduation,54,Single,72679.0,0,1,2013-09-18,65,619,54,260,127,54,54,1168,1,4,7,5,1,0,0,0,0,0,0,0,Never Accepted,Late middle-aged adults,> $67793.5
4769,1977,Master,46,Together,57954.0,1,1,2014-06-18,52,456,4,24,0,0,9,493,7,8,2,6,7,0,1,0,0,0,0,0,Accepted once or more,Early middle-aged adults,$34948.5 - $67793.5
4437,1962,Graduation,61,Married,65316.0,1,1,2013-04-24,65,112,6,92,3,9,38,260,2,3,2,5,4,0,0,0,0,0,0,0,Never Accepted,Late middle-aged adults,$34948.5 - $67793.5
8724,1982,Graduation,41,Single,28567.0,1,0,2013-06-17,57,11,3,22,2,2,6,46,2,2,0,3,6,0,0,0,0,0,0,0,Never Accepted,Early middle-aged adults,$0 - $34948.5
10741,1951,Master,72,Together,47352.0,0,1,2013-04-11,70,172,12,112,8,0,15,319,4,6,1,5,7,0,0,0,0,0,0,0,Never Accepted,Older Adults,$34948.5 - $67793.5
1991,1967,Graduation,56,Together,44931.0,0,1,2014-01-18,0,78,0,11,0,0,7,96,1,2,1,3,5,0,0,0,0,0,0,0,Never Accepted,Late middle-aged adults,$34948.5 - $67793.5
6931,1967,Graduation,56,Divorced,76982.0,0,0,2014-02-15,19,464,151,292,65,60,30,1062,1,8,3,4,4,0,0,1,0,0,0,1,Accepted once or more,Late middle-aged adults,> $67793.5
11096,1952,Master,71,Together,57247.0,0,1,2013-08-08,50,99,4,32,37,54,6,232,2,2,1,7,2,0,0,0,0,0,0,0,Never Accepted,Older Adults,$34948.5 - $67793.5
304,1981,Master,42,Single,22944.0,1,0,2013-12-23,67,19,3,19,4,5,26,76,3,3,0,3,7,0,0,0,0,0,0,0,Never Accepted,Early middle-aged adults,$0 - $34948.5
3665,1977,Master,46,Together,25315.0,1,0,2013-11-07,46,1,9,8,11,3,22,54,3,3,0,3,8,0,0,0,0,0,0,0,Never Accepted,Early middle-aged adults,$0 - $34948.5
10591,1969,Graduation,54,Widow,43638.0,0,1,2012-08-06,37,63,10,83,7,19,19,201,2,4,1,4,7,0,0,0,0,0,0,0,Never Accepted,Late middle-aged adults,$34948.5 - $67793.5
5036,1984,PhD,39,Single,42710.0,1,0,2012-11-28,38,252,3,42,4,3,102,406,2,4,5,3,6,0,0,0,0,0,0,0,Never Accepted,Early middle-aged adults,$34948.5 - $67793.5
5547,1982,PhD,41,Married,84169.0,0,0,2013-08-07,9,1478,19,403,0,19,0,1919,1,7,6,6,3,0,1,1,0,0,0,1,Accepted once or more,Early middle-aged adults,> $67793.5
7822,1976,Graduation,47,Together,54058.0,0,1,2013-06-04,56,198,18,252,32,108,54,662,2,4,6,8,3,0,0,0,0,0,0,0,Never Accepted,Early middle-aged adults,$34948.5 - $67793.5
8541,1990,Master,33,Married,24683.0,1,0,2014-03-08,98,8,4,10,6,7,6,41,2,2,0,4,5,0,0,0,0,0,0,0,Never Accepted,Among young,$0 - $34948.5
10955,1964,Graduation,59,Widow,85620.0,0,0,2014-01-07,68,416,46,925,60,107,46,1600,1,3,6,4,1,0,0,0,0,0,0,1,Accepted once or more,Late middle-aged adults,> $67793.5
4368,1980,Graduation,43,Married,47850.0,1,0,2013-12-03,72,42,7,43,20,12,10,134,1,3,0,4,6,0,0,0,0,0,0,0,Never Accepted,Early middle-aged adults,$34948.5 - $67793.5
9671,1968,Graduation,55,Married,19514.0,1,1,2014-01-26,47,14,3,21,2,1,28,69,4,3,1,2,8,1,0,0,0,0,0,1,Accepted once or more,Late middle-aged adults,$0 - $34948.5
2256,1973,Master,50,Married,27159.0,1,1,2014-03-29,33,17,0,3,0,0,1,21,2,1,0,3,6,0,0,0,0,0,0,0,Never Accepted,Late middle-aged adults,$0 - $34948.5
4279,1963,Master,60,Single,39548.0,1,1,2014-03-31,87,15,4,10,3,4,18,54,2,1,1,3,3,0,0,0,0,0,0,0,Never Accepted,Late middle-aged adults,$34948.5 - $67793.5
5371,1989,Graduation,34,Single,21474.0,1,0,2014-04-08,0,6,16,24,11,0,34,91,2,3,1,2,7,1,0,0,0,0,0,1,Accepted once or more,Among young,$0 - $34948.5
9240,1971,PhD,52,Single,60504.0,0,1,2014-02-07,73,458,0,24,6,4,34,526,2,6,2,8,6,0,0,0,0,0,0,0,Never Accepted,Late middle-aged adults,$34948.5 - $67793.5
9460,1963,Graduation,60,Married,22419.0,0,0,2013-04-18,74,30,3,47,19,21,42,162,1,3,2,2,8,0,0,0,0,0,0,0,Never Accepted,Late middle-aged adults,$0 - $34948.5
9504,1949,Master,74,Married,81698.0,0,0,2013-11-06,4,179,28,520,111,123,47,1008,1,3,8,13,1,0,0,0,0,0,0,1,Accepted once or more,Older Adults,> $67793.5
8692,1952,Graduation,71,Together,43462.0,1,1,2012-09-12,50,90,17,97,15,6,15,240,6,4,1,5,8,0,0,0,0,0,0,0,Never Accepted,Older Adults,$34948.5 - $67793.5
448,1978,PhD,45,Single,54880.0,1,0,2013-03-01,57,308,85,137,102,45,118,795,2,6,2,11,5,0,0,0,0,0,0,0,Never Accepted,Early middle-aged adults,$34948.5 - $67793.5
